Order_Detail_ID,Order_ID,Menu_Item_ID,Quantity
610,248,6,1
611,248,66,2
612,249,56,1
613,249,29,2
614,249,11,2
615,250,27,2
616,250,5,2
617,250,66,1
618,251,76,2
619,251,13,1
620,251,35,3
621,252,29,3
622,252,50,1
623,252,66,2
624,253,46,3
625,253,48,1
626,253,3,1
627,254,57,1
628,254,31,1
629,254,12,1
630,255,17,1
631,255,12,1
632,256,42,1
633,256,19,1
634,257,17,1
635,257,53,3
636,257,36,3
637,258,55,3
638,258,30,1
639,259,14,3
640,259,23,1
641,259,44,3
642,260,63,3
643,260,36,1
644,260,17,3
645,261,46,1
646,261,54,3
647,262,7,1
648,262,38,3
649,263,11,1
650,263,78,2
651,264,51,1
652,264,68,3
653,265,59,2
654,265,51,3
655,266,12,3
656,266,58,3
657,266,17,2
658,267,47,3
659,267,16,3
660,267,33,2
661,268,80,2
662,268,45,2
663,269,56,3
664,269,10,3
665,269,12,1
666,270,32,3
667,270,19,1
668,270,49,3
669,271,25,3
670,271,65,1
671,271,14,1
672,272,20,3
673,272,44,3
674,272,1,2
675,273,58,3
676,273,32,3
677,273,58,3
678,274,63,2
679,274,26,2
680,275,10,2
681,275,74,3
682,276,57,2
683,276,12,3
684,277,22,2
685,277,36,1
686,277,36,2
687,278,20,2
688,278,23,1
689,279,38,2
690,279,27,3
691,279,61,1
692,280,4,1
693,280,25,2
694,280,10,2
695,281,30,2
696,281,69,3
697,281,80,2
698,282,62,1
699,282,74,2
700,283,21,2
701,283,34,1
702,284,15,2
703,284,39,2
704,284,11,2
705,285,67,2
706,285,14,2
707,285,35,1
708,286,61,1
709,286,35,1
710,287,52,3
711,287,23,3
712,287,24,2
713,288,44,3
714,288,43,2
715,288,16,3
716,289,24,2
717,289,49,2
718,289,23,2
719,290,8,1
720,290,80,2
721,290,74,2
722,291,46,2
723,291,9,2
724,291,79,3
725,292,80,3
726,292,60,3
727,292,11,3
728,293,26,3
729,293,55,3
730,293,35,2
731,294,47,1
732,294,27,3
733,294,36,1
734,295,80,3
735,295,3,2
736,296,64,3
737,296,51,2
738,297,33,1
739,297,59,3
740,297,80,2
741,298,9,1
742,298,19,3
743,298,16,1
744,299,48,1
745,299,37,1
746,299,24,1
747,300,49,2
748,300,58,1
749,300,50,3
750,301,3,1
751,301,56,3
752,302,34,2
753,302,55,1
754,302,11,2
755,303,34,1
756,303,63,1
757,303,19,3
758,304,38,3
759,304,62,2
760,304,80,2
761,305,52,3
762,305,16,2
763,305,24,2
764,306,3,2
765,306,18,3
766,306,74,1
767,307,10,1
768,307,45,1
769,307,27,2
770,308,71,1
771,308,27,2
772,309,5,1
773,309,54,1
774,310,17,2
775,310,63,3
776,310,53,3
777,311,14,1
778,311,62,1
779,312,44,2
780,312,23,3
781,313,44,3
782,313,13,3
783,313,79,3
784,314,14,1
785,314,17,3
786,314,78,2
787,315,68,1
788,315,47,3
789,316,17,3
790,316,3,1
791,316,40,2
792,317,76,3
793,317,19,1
794,318,3,2
795,318,34,1
796,318,7,2
797,319,29,2
798,319,25,1
799,320,36,2
800,320,7,2
801,320,57,1
802,321,75,2
803,321,14,2
804,321,15,1
805,322,36,3
806,322,1,3
807,323,2,1
808,323,76,1
809,323,12,2
810,324,30,1
811,324,20,2
812,325,53,2
813,325,19,1
814,326,52,2
815,326,27,3
816,327,75,3
817,327,18,2
818,328,11,3
819,328,11,3
820,329,36,1
821,329,60,1
822,329,62,3
823,330,68,3
824,330,31,1
825,330,50,1
826,331,69,2
827,331,39,1
828,331,62,1
829,332,74,3
830,332,15,2
831,333,8,1
832,333,24,1
833,334,41,3
834,334,14,2
835,335,36,1
836,335,31,2
837,336,76,3
838,336,74,3
839,336,26,1
840,337,13,1
841,337,74,2
842,337,58,3
843,338,21,1
844,338,73,1
845,338,73,3
846,339,10,3
847,339,19,1
848,339,21,2
849,340,73,1
850,340,20,3
851,341,80,1
852,341,19,2
853,342,34,2
854,342,69,3
855,343,55,1
856,343,4,2
857,344,40,3
858,344,13,1
859,344,57,3
860,345,21,2
861,345,40,1
862,345,43,3
863,346,46,2
864,346,37,2
865,346,36,1
866,347,26,2
867,347,21,3
868,347,47,3
869,348,48,1
870,348,73,1
871,348,63,2
872,349,54,2
873,349,7,2
874,349,75,2
875,350,6,2
876,350,6,2
877,351,26,3
878,351,79,2
879,352,71,2
880,352,50,3
881,353,56,2
882,353,57,1
883,353,76,3
884,354,72,1
885,354,46,3
886,354,60,2
887,355,11,2
888,355,75,2
889,355,17,3
890,356,32,1
891,356,49,1
892,357,46,3
893,357,64,2
894,358,51,1
895,358,30,2
896,359,52,3
897,359,55,3
898,359,76,2
899,360,66,1
900,360,74,3
901,361,58,2
902,361,42,3
903,361,76,3
904,362,63,2
905,362,42,3
906,362,36,2
907,363,20,1
908,363,66,1
909,363,80,2
910,364,18,2
911,364,12,1
912,365,58,3
913,365,48,3
914,366,66,2
915,366,11,2
916,367,3,3
917,367,66,2
918,367,53,2
919,368,38,1
920,368,47,2
921,368,2,3
922,369,28,2
923,369,71,2
924,369,79,2
925,370,16,2
926,370,78,2
927,370,30,3
928,371,42,2
929,371,79,2
930,371,46,3
931,372,63,1
932,372,44,3
933,373,2,2
934,373,51,1
935,374,10,3
936,374,35,1
937,374,20,1
938,375,70,1
939,375,8,2
940,376,34,1
941,376,30,3
942,376,53,1
943,377,26,3
944,377,60,3
945,378,64,2
946,378,59,2
947,379,42,1
948,379,20,3
949,380,8,1
950,380,55,3
951,381,51,3
952,381,74,1
953,382,69,2
954,382,76,1
955,383,2,3
956,383,78,2
957,383,3,1
958,384,43,2
959,384,54,2
960,385,68,3
961,385,35,1
962,386,23,3
963,386,78,2
964,387,29,1
965,387,52,3
966,387,80,3
967,388,10,2
968,388,23,1
969,388,65,3
970,389,21,3
971,389,24,2
972,390,34,3
973,390,13,2
974,391,40,3
975,391,38,2
976,392,30,3
977,392,58,1
978,393,60,3
979,393,1,3
980,393,20,1
981,394,70,3
982,394,62,1
983,394,49,2
984,395,71,2
985,395,24,2
986,396,36,2
987,396,17,2
988,397,56,3
989,397,72,2
990,397,19,1
991,398,57,3
992,398,53,3
993,399,19,2
994,399,27,3
995,400,49,1
996,400,33,3
997,400,38,2
998,401,1,1
999,401,66,3
1000,402,64,1
1001,402,71,3
1002,402,58,1
1003,403,60,2
1004,403,32,2
1005,403,21,2
1006,404,43,1
1007,404,73,1
1008,404,18,3
1009,405,58,1
1010,405,59,3
1011,406,73,2
1012,406,4,1
1013,407,63,1
1014,407,51,3
1015,407,11,3
1016,408,25,3
1017,408,21,3
1018,409,22,1
1019,409,48,2
1020,409,14,2
1021,410,10,1
1022,410,4,2
1023,411,29,3
1024,411,57,2
1025,411,64,2
1026,412,68,2
1027,412,47,3
1028,413,73,1
1029,413,24,3
1030,414,77,1
1031,414,23,1
1032,415,5,3
1033,415,79,1
1034,415,68,2
1035,416,25,1
1036,416,13,2
1037,417,39,2
1038,417,68,2
1039,417,53,1
1040,418,65,1
1041,418,59,1
1042,418,24,2
1043,419,53,1
1044,419,11,3
1045,419,66,1
1046,420,19,3
1047,420,64,1
1048,421,38,2
1049,421,74,1
1050,421,11,2
1051,422,7,2
1052,422,59,3
1053,422,73,3
1054,423,20,3
1055,423,18,2
1056,424,51,2
1057,424,12,1
1058,424,10,2
1059,425,4,3
1060,425,13,1
1061,426,52,1
1062,426,46,2
1063,427,79,2
1064,427,71,2
1065,427,9,2
1066,428,27,3
1067,428,46,1
1068,429,67,1
1069,429,26,1
1070,429,11,2
1071,430,9,3
1072,430,50,1
1073,431,25,2
1074,431,45,1
1075,431,16,3
1076,432,52,2
1077,432,44,3
1078,432,79,1
1079,433,6,3
1080,433,38,1
1081,433,79,1
1082,434,61,1
1083,434,33,1
1084,434,4,3
1085,435,47,2
1086,435,76,1
1087,435,2,3
1088,436,62,3
1089,436,39,1
1090,437,46,3
1091,437,42,1
1092,437,75,1
1093,438,49,1
1094,438,59,3
1095,439,11,2
1096,439,11,2
1097,439,28,1
1098,440,79,3
1099,440,30,2
1100,441,34,1
1101,441,6,1
1102,442,34,2
1103,442,29,2
1104,442,40,1
1105,443,47,1
1106,443,47,2
1107,444,32,2
1108,444,28,1
1109,444,14,2
1110,445,59,3
1111,445,25,2
1112,446,15,1
1113,446,74,2
1114,447,44,1
1115,447,66,1
1116,447,46,1
1117,448,67,2
1118,448,46,2
1119,449,63,1
1120,449,45,3
1121,450,12,3
1122,450,1,3
1123,451,62,1
1124,451,47,1
1125,451,63,1
1126,452,28,3
1127,452,2,1
1128,452,10,3
1129,453,30,1
1130,453,31,3
1131,453,73,1
1132,454,8,3
1133,454,68,2
1134,455,78,3
1135,455,14,3
1136,456,63,3
1137,456,61,2
1138,456,79,3
1139,457,43,3
1140,457,37,1
1141,457,13,3
1142,458,58,3
1143,458,4,3
1144,459,8,3
1145,459,2,3
1146,459,29,3
1147,460,1,3
1148,460,10,3
1149,460,80,3
1150,461,66,1
1151,461,74,2
1152,461,57,3
1153,462,73,3
1154,462,49,3
1155,462,17,3
1156,463,51,2
1157,463,47,3
1158,464,47,3
1159,464,59,3
1160,465,32,1
1161,465,10,3
1162,466,15,3
1163,466,6,3
1164,467,16,2
1165,467,72,1
1166,467,54,1
1167,468,26,2
1168,468,27,2
1169,469,42,1
1170,469,1,2
1171,469,64,1
1172,470,34,2
1173,470,56,3
1174,470,13,2
1175,471,11,1
1176,471,4,3
1177,472,31,3
1178,472,57,3
1179,473,73,1
1180,473,22,3
1181,473,66,3
1182,474,8,1
1183,474,2,2
1184,474,57,1
1185,475,36,1
1186,475,36,1
1187,476,57,1
1188,476,24,1
1189,476,7,1
1190,477,63,1
1191,477,72,2
1192,477,37,1
1193,478,23,2
1194,478,43,2
1195,479,7,2
1196,479,79,3
1197,480,5,1
1198,480,61,3
1199,481,4,2
1200,481,69,1
1201,482,47,2
1202,482,34,2
1203,482,40,1
1204,483,8,3
1205,483,3,1
1206,484,4,1
1207,484,57,1
1208,485,9,2
1209,485,20,3
1210,486,48,2
1211,486,13,1
1212,486,27,3
1213,487,38,3
1214,487,67,1
1215,487,25,3
1216,488,3,1
1217,488,36,3
1218,489,26,1
1219,489,37,3
1220,489,53,2
1221,490,51,1
1222,490,17,1
1223,491,71,1
1224,491,27,3
1225,492,2,2
1226,492,73,2
1227,492,35,3
1228,493,76,3
1229,493,55,1
1230,494,25,3
1231,494,44,1
1232,495,38,1
1233,495,49,1
1234,496,73,2
1235,496,60,2
1236,496,60,2
1237,497,19,1
1238,497,46,3
1239,498,11,1
1240,498,37,3
1241,498,10,1
1242,499,78,2
1243,499,66,1
1244,500,50,1
1245,500,39,1
1246,500,8,1
1247,501,61,2
1248,501,45,2
1249,502,78,2
1250,502,25,2
1251,503,59,2
1252,503,27,2
1253,504,4,3
1254,504,43,2
1255,505,71,1
1256,505,13,2
1257,506,43,3
1258,506,57,2
1259,506,11,3
1260,507,21,1
1261,507,72,2
1262,508,72,3
1263,508,22,1
1264,509,32,2
1265,509,9,2
1266,509,43,3
1267,510,33,1
1268,510,2,3
1269,511,30,3
1270,511,78,1
1271,511,33,3
1272,512,35,2
1273,512,80,3
1274,512,58,2
1275,513,15,3
1276,513,43,2
1277,513,17,2
1278,514,20,3
1279,514,32,1
1280,514,10,2
1281,515,71,3
1282,515,37,2
1283,516,74,2
1284,516,71,2
1285,517,46,3
1286,517,10,1
1287,517,36,2
1288,518,15,1
1289,518,2,1
1290,518,47,3
1291,519,61,3
1292,519,21,3
1293,520,43,3
1294,520,13,1
1295,520,16,3
1296,521,16,3
1297,521,80,3
1298,521,33,3
1299,522,24,3
1300,522,3,2
1301,522,6,2
1302,523,45,1
1303,523,37,1
1304,524,48,2
1305,524,17,2
1306,525,63,1
1307,525,54,3
1308,525,78,3
1309,526,25,1
1310,526,14,3
1311,526,80,2
1312,527,57,2
1313,527,36,3
1314,528,4,3
1315,528,36,2
1316,529,9,1
1317,529,42,2
1318,530,70,1
1319,530,12,3
1320,531,62,3
1321,531,72,2
1322,531,9,2
1323,532,48,1
1324,532,75,2
1325,533,46,2
1326,533,29,1
1327,534,14,2
1328,534,4,2
1329,534,59,2
1330,535,42,3
1331,535,54,1
1332,536,66,2
1333,536,37,3
1334,536,28,3
1335,537,54,2
1336,537,70,3
1337,538,2,3
1338,538,21,3
1339,538,3,1
1340,539,56,3
1341,539,26,3
1342,539,60,1
1343,540,15,1
1344,540,9,3
1345,540,3,1
1346,541,47,2
1347,541,62,3
1348,541,60,3
1349,542,67,3
1350,542,60,3
1351,542,34,3
1352,543,50,1
1353,543,3,2
1354,543,55,3
1355,544,37,3
1356,544,36,2
1357,545,19,2
1358,545,58,2
1359,546,77,3
1360,546,71,1
1361,546,56,2
1362,547,10,3
1363,547,2,2
1364,548,47,1
1365,548,37,2
1366,549,45,3
1367,549,33,1
1368,549,79,2
1369,550,67,2
1370,550,5,3
1371,550,12,1
1372,551,57,1
1373,551,51,1
1374,551,24,3
1375,552,49,3
1376,552,6,2
1377,552,66,3
1378,553,30,2
1379,553,49,2
1380,553,50,1
1381,554,19,2
1382,554,17,1
1383,555,31,2
1384,555,72,2
1385,555,23,1
1386,556,21,3
1387,556,12,1
1388,557,23,1
1389,557,49,3
1390,557,65,3
1391,558,79,1
1392,558,77,2
1393,559,1,1
1394,559,69,2
1395,559,31,1
1396,560,44,1
1397,560,62,2
1398,561,13,1
1399,561,17,1
1400,561,72,3
1401,562,74,3
1402,562,11,1
1403,562,75,2
1404,563,43,3
1405,563,32,1
1406,564,28,3
1407,564,15,1
1408,564,75,2
1409,565,1,3
1410,565,32,1
1411,565,59,1
1412,566,31,3
1413,566,58,3
1414,567,23,2
1415,567,34,2
1416,568,1,1
1417,568,76,1
1418,569,56,1
1419,569,73,2
1420,570,74,3
1421,570,5,2
1422,570,33,3
1423,571,43,1
1424,571,59,3
1425,572,11,3
1426,572,74,2
1427,573,58,1
1428,573,35,2
1429,574,79,3
1430,574,54,1
1431,574,8,1
1432,575,36,1
1433,575,60,1
1434,576,12,3
1435,576,36,2
1436,576,24,1
1437,577,54,3
1438,577,24,1
1439,578,60,2
1440,578,77,3
1441,579,15,1
1442,579,79,3
1443,579,14,3
1444,580,25,2
1445,580,66,1
1446,580,71,2
1447,581,75,3
1448,581,25,3
1449,581,68,3
1450,582,51,1
1451,582,72,2
1452,583,33,1
1453,583,26,2
1454,584,64,3
1455,584,10,1
1456,585,1,3
1457,585,1,2
1458,585,29,3
1459,586,72,2
1460,586,77,3
1461,587,33,2
1462,587,46,1
1463,587,70,1
1464,588,50,3
1465,588,26,2
1466,588,74,1
1467,589,19,1
1468,589,23,2
1469,590,22,2
1470,590,34,1
1471,590,67,1
1472,591,43,2
1473,591,28,1
1474,591,55,3
1475,592,18,1
1476,592,20,1
1477,593,48,3
1478,593,14,1
1479,593,64,2
1480,594,80,3
1481,594,31,1
1482,595,39,2
1483,595,14,3
1484,596,51,3
1485,596,45,1
1486,596,18,2
1487,597,20,3
1488,597,49,1
1489,597,9,2
1490,598,16,1
1491,598,10,1
1492,598,19,3
1493,599,2,3
1494,599,46,1
1495,600,1,2
1496,600,43,2
1497,600,51,1
1498,601,24,3
1499,601,22,1
1500,602,38,2
1501,602,12,3
1502,602,18,2
1503,603,8,1
1504,603,1,3
1505,604,55,2
1506,604,70,3
1507,605,21,2
1508,605,32,3
1509,606,14,1
1510,606,14,3
1511,607,76,2
1512,607,62,1
1513,607,44,3
1514,608,19,3
1515,608,13,3
1516,608,43,2
1517,609,36,3
1518,609,13,1
1519,610,80,3
1520,610,37,1
1521,611,48,1
1522,611,80,1
1523,611,6,2
1524,612,13,2
1525,612,48,3
1526,612,58,3
1527,613,49,3
1528,613,51,1
1529,613,64,1
1530,614,13,3
1531,614,46,3
1532,615,11,2
1533,615,47,1
1534,615,32,3
1535,616,11,2
1536,616,28,3
1537,616,43,2
1538,617,66,2
1539,617,78,1
1540,618,24,2
1541,618,45,1
1542,618,36,3
1543,619,9,1
1544,619,35,3
1545,620,70,1
1546,620,41,3
1547,620,77,1
1548,621,23,3
1549,621,32,1
1550,622,16,1
1551,622,26,1
1552,623,7,1
1553,623,37,3
1554,624,1,2
1555,624,4,3
1556,625,17,2
1557,625,50,1
1558,626,27,1
1559,626,13,1
1560,627,58,3
1561,627,42,1
1562,628,47,2
1563,628,56,3
1564,628,44,1
1565,629,48,1
1566,629,77,2
1567,630,56,3
1568,630,21,1
1569,630,77,2
1570,631,67,2
1571,631,64,2
1572,631,11,1
1573,632,41,3
1574,632,2,1
1575,632,73,2
1576,633,15,1
1577,633,24,3
1578,633,24,2
1579,634,67,2
1580,634,55,1
1581,634,46,3
1582,635,67,3
1583,635,43,3
1584,636,59,2
1585,636,54,3
1586,636,8,1
1587,637,16,1
1588,637,66,2
1589,637,57,2
1590,638,80,2
1591,638,5,1
1592,639,50,2
1593,639,31,2
1594,640,31,2
1595,640,26,1
1596,640,6,2
1597,641,10,1
1598,641,17,3
1599,641,46,3
1600,642,79,2
1601,642,4,3
1602,643,38,1
1603,643,60,2
1604,643,23,2
1605,644,25,3
1606,644,36,1
1607,644,42,2
1608,645,26,1
1609,645,74,3
1610,645,61,2
1611,646,6,3
1612,646,77,1
1613,647,9,3
1614,647,14,1
1615,648,26,3
1616,648,23,2
1617,649,73,1
1618,649,56,2
1619,649,26,2
1620,650,57,1
1621,650,36,1
1622,651,5,1
1623,651,9,3
1624,652,15,1
1625,652,32,1
1626,653,57,3
1627,653,45,1
1628,654,31,1
1629,654,51,3
1630,654,64,2
1631,655,9,1
1632,655,71,1
1633,656,8,1
1634,656,40,2
1635,657,31,1
1636,657,5,2
1637,658,29,3
1638,658,45,1
1639,658,76,3
1640,659,72,3
1641,659,36,2
1642,659,4,2
1643,660,65,3
1644,660,24,1
1645,660,77,3
1646,661,34,2
1647,661,2,3
1648,662,60,1
1649,662,58,3
1650,662,18,3
1651,663,14,1
1652,663,68,2
1653,664,42,1
1654,664,62,3
1655,664,63,3
1656,665,77,1
1657,665,22,2
1658,665,6,2
1659,666,46,2
