Order_ID,Customer_ID,Branch_ID,Order_DateTime,Status
173,4365,2,17/12/2024 19:56,Completed
174,2487,1,17/06/2025 19:40,Completed
175,3549,2,10/11/2024 13:07,Completed
176,4629,4,06/05/2024 08:53,Refunded
177,2284,2,22/08/2024 19:24,Completed
178,1280,2,02/09/2024 19:02,Completed
179,2316,5,19/05/2024 12:59,Completed
180,4079,1,26/10/2024 08:21,Cancelled
181,3572,1,25/02/2024 21:43,Completed
182,4950,1,02/04/2025 21:41,Completed
183,911,5,20/01/2024 19:02,Completed
184,545,5,02/06/2024 12:43,Completed
185,3673,5,20/01/2024 20:22,Completed
186,3877,5,01/09/2024 08:00,Completed
187,4037,2,02/09/2025 21:02,Completed
188,1030,1,18/02/2024 12:40,Completed
189,2811,7,03/01/2025 20:00,Cancelled
190,1522,1,08/04/2024 12:59,Completed
191,2312,7,06/11/2025 09:05,Completed
192,232,1,11/01/2025 12:16,Completed
193,4036,8,13/04/2025 20:01,Completed
194,3133,6,13/04/2025 19:53,Completed
195,3692,7,12/04/2025 08:51,Completed
196,512,7,18/05/2024 13:37,Completed
197,1035,4,07/08/2025 12:05,Completed
198,1950,1,13/10/2024 19:30,Completed
199,2925,3,10/04/2024 19:00,Completed
200,3225,5,03/12/2025 21:46,Completed
201,3955,4,02/11/2024 13:48,Completed
202,935,2,04/09/2024 12:38,Completed
203,2137,7,27/03/2024 20:35,Completed
204,3456,3,08/03/2024 20:36,Completed
205,1450,1,13/01/2024 12:54,Completed
206,1327,3,18/07/2025 13:09,Completed
207,2795,1,27/05/2025 19:55,Completed
208,2544,2,08/06/2024 19:05,Completed
209,3878,2,01/06/2025 13:14,Completed
210,481,4,26/05/2025 12:26,Completed
211,3213,7,19/06/2025 12:56,Completed
212,3723,1,29/11/2025 20:45,Completed
213,4112,6,09/02/2025 12:19,Completed
214,2492,4,13/07/2025 12:37,Completed
215,3006,3,01/08/2024 09:01,Completed
216,1281,7,11/12/2024 13:54,Completed
217,4313,6,25/01/2025 21:58,Completed
218,3054,2,05/09/2025 12:11,Completed
219,4967,7,10/07/2025 09:50,Completed
220,3217,4,08/05/2025 08:47,Completed
221,1717,6,30/09/2025 19:25,Completed
222,4321,6,01/07/2025 20:00,Completed
223,3321,7,21/01/2025 08:15,Refunded
224,44,4,08/03/2024 12:40,Completed
225,1348,4,31/10/2025 09:53,Completed
226,4189,5,22/11/2025 20:26,Cancelled
227,713,8,02/06/2025 12:54,Completed
228,1969,4,13/09/2024 19:07,Completed
229,3039,7,18/09/2025 21:43,Completed
230,2148,5,21/01/2024 09:29,Refunded
231,4827,5,12/10/2024 09:04,Completed
232,288,4,25/06/2025 21:00,Completed
233,3623,1,12/09/2025 19:47,Completed
234,264,5,26/10/2024 21:37,Completed
235,1173,8,25/09/2024 20:55,Refunded
236,3884,3,12/05/2025 12:14,Completed
237,2378,5,21/05/2024 12:31,Completed
238,3360,3,15/07/2024 08:34,Completed
239,4016,7,04/02/2025 21:53,Completed
240,1248,7,03/11/2024 13:46,Completed
241,2853,8,07/01/2025 08:23,Completed
242,134,8,20/04/2024 20:03,Completed
243,3776,4,30/09/2024 20:01,Completed
244,1152,7,03/11/2024 19:05,Completed
245,1551,3,10/04/2024 08:06,Completed
246,182,5,06/03/2025 20:10,Completed
247,731,2,03/03/2024 12:56,Completed
248,3136,1,13/09/2024 09:04,Completed
249,3233,2,25/06/2024 13:53,Completed
250,3694,6,24/10/2025 21:24,Completed
251,2740,4,21/03/2024 19:44,Completed
252,2721,3,28/02/2025 20:01,Completed
253,2699,7,21/03/2024 09:44,Completed
254,3947,5,03/10/2024 19:55,Completed
255,4759,2,14/07/2024 21:21,Completed
256,1312,7,24/01/2024 19:45,Completed
257,127,1,26/01/2024 20:07,Completed
258,3540,6,26/10/2025 12:13,Completed
259,4606,6,12/02/2025 20:39,Completed
260,1808,4,22/12/2024 20:27,Completed
261,1281,3,03/05/2024 13:39,Completed
262,4365,6,04/05/2024 13:05,Completed
263,2034,6,20/12/2025 20:48,Completed
264,484,3,15/10/2025 08:06,Completed
265,3135,4,25/11/2024 09:21,Completed
266,2945,3,27/12/2024 19:34,Completed
267,1802,7,28/12/2025 09:48,Completed
268,3576,3,19/09/2025 13:29,Completed
269,4559,3,14/12/2025 19:18,Completed
270,2729,8,10/06/2025 12:27,Completed
271,558,8,27/04/2024 21:57,Completed
272,4894,1,19/03/2025 12:54,Completed
273,3765,4,05/07/2025 21:27,Completed
274,343,1,23/08/2025 13:53,Completed
275,2480,2,13/08/2025 21:00,Completed
276,2129,1,01/06/2024 19:47,Completed
277,4994,4,26/07/2025 19:56,Completed
278,134,2,24/09/2025 19:41,Completed
279,2683,4,14/03/2025 12:57,Completed
280,3650,4,16/06/2025 19:21,Completed
281,2526,1,11/06/2024 09:09,Completed
282,1745,5,06/02/2024 21:26,Completed
283,4669,5,08/10/2025 08:34,Completed
284,4007,4,04/11/2024 09:37,Completed
285,2362,5,14/03/2025 19:00,Completed
286,2610,7,26/07/2024 21:18,Completed
287,1567,7,16/11/2025 09:29,Completed
288,3423,8,13/09/2025 21:01,Completed
289,2410,4,15/09/2025 12:48,Completed
290,4515,3,03/10/2024 12:27,Completed
291,4647,8,05/12/2024 08:57,Completed
292,1079,7,02/12/2025 09:37,Refunded
293,206,5,17/01/2025 21:37,Completed
294,2543,6,06/12/2024 21:58,Completed
295,4071,4,27/11/2025 12:24,Completed
296,1107,5,01/01/2025 08:57,Completed
297,4103,6,12/08/2025 21:36,Completed
298,2420,4,06/01/2024 12:39,Completed
299,3286,3,12/10/2025 19:35,Completed
300,299,5,25/02/2024 13:31,Completed
301,300,1,05/09/2025 09:45,Completed
302,857,4,26/04/2024 12:49,Completed
303,3302,7,31/03/2025 19:31,Completed
304,2750,7,13/10/2025 13:22,Completed
305,3228,3,25/06/2024 20:57,Completed
306,2449,4,03/06/2025 20:48,Completed
307,3256,7,15/02/2024 09:01,Completed
308,1608,3,31/07/2025 08:16,Completed
309,448,1,11/06/2024 13:36,Completed
310,4718,2,15/10/2024 08:01,Completed
311,4433,7,24/09/2025 21:32,Completed
312,1658,4,15/08/2024 19:41,Completed
313,4631,7,04/08/2024 09:54,Completed
314,514,5,14/01/2024 12:45,Completed
315,4739,6,25/04/2025 21:03,Completed
316,1509,1,04/07/2025 12:33,Completed
317,2612,8,26/11/2024 21:59,Completed
318,680,6,28/02/2025 13:25,Refunded
319,1920,1,11/07/2025 21:22,Completed
320,4779,8,12/11/2025 12:02,Completed
321,2537,1,22/08/2025 19:04,Completed
322,3365,1,20/09/2024 13:18,Completed
323,4400,1,22/03/2024 12:32,Completed
324,3526,4,26/02/2024 13:33,Completed
325,622,5,21/02/2024 12:43,Completed
326,2116,1,08/11/2024 12:50,Completed
327,283,7,27/07/2025 19:55,Completed
328,311,3,24/10/2024 09:25,Completed
329,302,7,27/10/2024 09:20,Refunded
330,4841,6,02/09/2025 12:56,Completed
331,1759,2,12/11/2025 19:52,Completed
332,1187,8,10/08/2025 20:11,Completed
333,2419,2,17/01/2024 12:54,Completed
334,1627,6,03/08/2024 12:16,Completed
335,4602,7,17/08/2025 19:25,Completed
336,1235,4,22/05/2024 21:57,Completed
337,3730,4,20/09/2024 13:02,Completed
338,4462,7,28/01/2025 09:38,Completed
339,4626,8,06/02/2024 20:43,Completed
340,1656,2,29/05/2024 19:18,Completed
341,1984,5,04/04/2024 19:34,Cancelled
342,364,2,08/04/2025 19:12,Completed
343,3641,4,18/04/2025 13:14,Completed
344,4921,2,03/01/2025 20:05,Completed
345,1623,1,08/03/2024 09:11,Completed
346,2053,7,18/04/2025 08:54,Completed
347,1202,8,07/05/2025 20:29,Completed
348,4351,1,02/03/2025 08:50,Completed
349,3136,5,22/06/2024 08:28,Completed
350,1914,1,25/10/2025 20:26,Completed
351,419,1,28/12/2025 19:36,Completed
352,2724,2,25/06/2024 13:25,Completed
353,3968,8,02/03/2024 20:39,Completed
354,4706,2,08/05/2025 13:03,Completed
355,1360,5,14/11/2024 20:49,Completed
356,3130,7,29/03/2024 12:33,Completed
357,3372,4,21/11/2024 20:00,Completed
358,4748,3,03/10/2025 13:19,Completed
359,1393,8,22/07/2024 21:17,Completed
360,665,6,06/01/2024 12:50,Completed
361,3632,2,07/04/2025 09:31,Completed
362,1192,8,11/04/2025 21:49,Completed
363,195,6,19/06/2024 12:34,Completed
364,3992,8,30/01/2024 20:55,Completed
365,2888,5,05/05/2025 20:47,Completed
366,454,3,15/03/2024 12:26,Completed
367,4787,2,13/11/2024 12:51,Completed
368,3350,3,07/03/2025 19:48,Completed
369,177,5,26/10/2024 09:09,Completed
370,3849,8,25/11/2025 13:48,Completed
371,4315,8,01/11/2025 13:01,Completed
372,507,6,04/01/2024 13:38,Completed
373,2132,3,01/09/2024 20:56,Completed
374,3080,1,07/07/2024 08:17,Completed
375,371,4,05/01/2025 19:36,Completed
376,4766,3,30/06/2025 20:32,Completed
377,2350,7,03/01/2025 21:13,Completed
378,2035,2,29/11/2025 19:11,Completed
379,4378,5,12/11/2025 12:20,Completed
380,3975,3,01/09/2025 13:25,Completed
381,78,6,17/01/2025 09:41,Completed
382,2475,2,15/07/2025 08:19,Completed
383,1679,6,13/01/2024 21:16,Completed
384,6,5,22/08/2024 19:56,Completed
385,1997,5,06/12/2024 19:24,Completed
386,2528,1,22/01/2025 13:48,Completed
387,4845,6,22/01/2024 12:37,Completed
388,1108,7,29/01/2025 09:40,Completed
389,4369,4,17/05/2025 21:08,Completed
390,3238,7,11/04/2024 13:07,Completed
391,1547,8,30/10/2025 20:30,Completed
392,3997,7,14/05/2024 20:01,Completed
393,1327,3,06/10/2024 08:21,Completed
394,2309,8,06/05/2025 12:41,Completed
395,2394,4,29/01/2024 20:56,Completed
396,4885,1,02/07/2025 09:50,Completed
397,1986,1,04/08/2024 20:02,Completed
398,2328,7,20/05/2025 08:06,Completed
399,3185,4,27/11/2024 13:45,Refunded
400,441,8,28/12/2025 13:11,Completed
401,4594,6,22/08/2024 13:27,Completed
402,2387,8,04/12/2025 20:43,Completed
403,949,8,09/10/2025 12:09,Completed
404,2560,6,17/12/2024 09:57,Completed
405,1168,2,05/07/2024 09:39,Completed
406,3874,2,05/02/2024 12:26,Completed
407,3784,1,02/08/2025 19:42,Completed
408,2652,8,12/01/2024 19:02,Completed
409,3266,4,26/12/2024 19:05,Completed
410,772,2,27/09/2025 12:47,Completed
411,4014,5,25/02/2024 20:53,Completed
412,1005,8,24/07/2024 08:55,Completed
413,2286,5,27/07/2025 08:16,Completed
414,4438,5,25/05/2024 08:44,Completed
415,4003,3,17/04/2024 20:28,Completed
416,2781,8,18/06/2025 19:52,Completed
417,3368,1,17/03/2024 09:35,Completed
418,4541,5,15/11/2025 12:19,Completed
419,4245,7,20/12/2024 20:00,Completed
420,3319,8,25/04/2024 19:47,Completed
421,1150,8,12/09/2025 12:35,Completed
422,2593,3,05/05/2024 09:09,Completed
423,1665,2,14/01/2024 20:46,Completed
424,2841,5,29/12/2024 09:34,Completed
425,3537,6,30/01/2024 09:52,Cancelled
426,2872,1,22/08/2025 20:13,Completed
427,172,1,22/07/2025 09:26,Completed
428,1882,1,07/08/2024 21:05,Completed
429,4521,7,06/11/2024 13:08,Completed
430,4394,7,01/01/2024 20:56,Completed
431,2422,1,10/07/2024 12:16,Completed
432,370,3,21/12/2025 19:14,Completed
433,3008,6,19/08/2025 08:11,Completed
434,3643,5,28/11/2024 20:17,Completed
435,1542,3,03/07/2025 20:14,Completed
436,1699,6,27/07/2024 20:56,Completed
437,3017,8,19/05/2025 09:44,Completed
438,3760,1,20/09/2024 20:53,Completed
439,242,1,22/01/2025 13:48,Completed
440,1639,6,09/11/2025 13:42,Completed
441,4734,2,20/12/2025 08:36,Completed
442,1353,8,22/03/2025 19:40,Completed
443,4436,8,01/01/2024 13:22,Completed
444,425,8,13/01/2024 09:05,Completed
445,3565,4,29/07/2025 12:34,Completed
446,3473,6,18/02/2024 20:52,Completed
447,456,1,10/10/2025 21:39,Completed
448,3680,1,13/03/2024 21:56,Completed
449,3021,4,11/03/2024 08:20,Completed
450,368,5,21/08/2024 12:19,Completed
451,2462,5,26/01/2025 21:29,Completed
452,2759,3,04/04/2024 19:38,Completed
453,2563,4,30/03/2024 12:44,Completed
454,4290,5,03/02/2024 19:21,Completed
455,826,4,20/09/2024 08:38,Completed
456,2032,1,24/12/2024 20:09,Completed
457,4190,6,10/05/2024 12:08,Completed
458,2098,3,08/11/2025 09:50,Completed
459,4216,8,12/08/2024 19:40,Completed
460,783,4,03/10/2024 20:24,Completed
461,2912,8,04/01/2025 21:36,Completed
462,3280,2,06/07/2025 09:00,Completed
463,4593,7,17/07/2024 08:21,Completed
464,1675,8,16/07/2024 21:13,Refunded
465,3452,7,19/10/2025 19:03,Completed
466,1195,3,07/04/2025 21:36,Completed
467,4084,8,28/12/2025 21:56,Completed
468,1147,3,30/06/2024 09:45,Completed
469,4608,2,09/12/2025 09:59,Completed
470,1833,6,06/04/2024 09:22,Completed
471,2034,7,08/10/2024 09:27,Completed
472,2629,6,07/04/2025 20:56,Completed
473,697,4,27/07/2024 13:29,Completed
474,3588,8,31/12/2025 09:07,Completed
475,3952,6,02/02/2024 08:19,Completed
476,1075,4,24/06/2024 20:16,Completed
477,2308,1,25/07/2025 12:43,Completed
478,48,5,14/11/2025 13:54,Completed
479,2164,8,09/07/2025 12:40,Completed
480,1382,5,05/11/2024 12:49,Completed
481,2362,4,01/11/2024 09:03,Completed
482,855,5,14/04/2024 19:25,Completed
483,2079,8,24/05/2024 20:44,Completed
484,1826,1,29/12/2025 20:47,Completed
485,2479,4,06/08/2024 09:36,Completed
486,2053,2,14/01/2024 13:35,Completed
487,3198,8,27/03/2025 12:56,Completed
488,1405,2,13/06/2025 12:21,Completed
489,1446,5,23/07/2025 19:15,Refunded
490,2349,1,12/01/2025 13:15,Completed
491,2684,5,25/12/2024 13:23,Completed
492,1311,5,10/01/2024 20:40,Completed
493,1160,1,14/05/2024 13:04,Completed
494,2791,7,25/03/2024 21:03,Completed
495,4901,1,05/06/2025 12:25,Completed
496,1702,8,06/09/2025 12:25,Completed
497,2268,7,09/06/2024 21:35,Completed
498,2357,3,26/04/2025 19:59,Completed
499,480,4,26/12/2025 08:17,Completed
500,4945,1,15/05/2025 09:59,Completed
501,2402,4,12/12/2025 09:31,Completed
502,3901,3,27/06/2025 13:27,Completed
503,4617,1,02/11/2024 12:47,Completed
504,3142,5,14/09/2025 21:04,Completed
505,1032,4,14/09/2024 21:18,Completed
506,2545,8,20/11/2024 20:25,Completed
507,3492,1,24/05/2025 09:56,Completed
508,2298,7,10/02/2025 20:30,Completed
509,4922,7,09/06/2024 08:53,Completed
510,1326,1,26/09/2025 12:09,Completed
511,4099,5,20/09/2024 19:35,Completed
512,1147,8,06/03/2025 20:32,Completed
513,1809,4,02/04/2024 13:45,Completed
514,1850,7,24/11/2025 09:23,Completed
515,1087,1,09/05/2025 19:24,Completed
516,4527,3,21/10/2024 20:43,Completed
517,4632,4,03/09/2025 09:39,Completed
518,2707,7,19/10/2024 09:11,Completed
519,1738,7,25/11/2025 13:06,Completed
520,1563,5,14/09/2024 08:21,Completed
521,4574,4,22/11/2024 08:10,Completed
522,4877,5,14/03/2025 09:48,Completed
523,2035,4,12/01/2024 20:23,Completed
524,4976,7,25/04/2025 21:57,Completed
525,1230,8,15/10/2024 08:14,Completed
526,3938,5,02/09/2024 09:02,Completed
527,4095,7,04/12/2024 12:05,Completed
528,2001,8,23/11/2024 19:27,Completed
529,718,5,04/04/2024 09:27,Completed
530,850,7,07/08/2024 08:26,Completed
531,3615,3,13/02/2024 08:32,Completed
532,1241,2,15/08/2024 12:00,Completed
533,1083,8,06/01/2024 19:11,Completed
534,443,7,25/04/2024 19:48,Completed
535,700,7,04/09/2024 12:36,Completed
536,1759,2,30/10/2024 08:18,Completed
537,1898,4,22/11/2024 13:52,Completed
538,139,5,22/01/2024 08:53,Completed
539,4891,2,21/11/2025 20:35,Completed
540,4992,3,28/05/2024 12:05,Completed
541,961,3,11/01/2024 12:38,Completed
542,2646,4,16/08/2025 08:39,Completed
543,2601,4,09/01/2025 08:03,Completed
544,1828,3,02/01/2025 08:57,Completed
545,1033,4,16/07/2024 21:04,Completed
546,2788,1,21/11/2025 09:54,Completed
547,1639,6,19/01/2025 21:09,Completed
548,2355,5,13/04/2024 13:23,Completed
549,1275,4,27/03/2025 08:55,Completed
550,2444,8,15/07/2024 21:28,Completed
551,2710,8,27/12/2025 08:26,Completed
552,1810,8,11/03/2024 09:31,Completed
553,3924,2,15/07/2024 08:26,Completed
554,4824,8,09/11/2025 08:54,Completed
555,3334,1,27/02/2025 19:43,Completed
556,3180,3,03/07/2024 13:05,Completed
557,1419,2,08/06/2025 13:46,Completed
558,3254,8,10/06/2025 21:45,Completed
559,155,1,17/12/2024 21:06,Completed
560,1423,5,22/04/2025 19:13,Completed
561,856,7,18/01/2024 19:22,Completed
562,4001,4,30/12/2025 13:26,Completed
563,4396,4,28/08/2025 21:19,Completed
564,2002,8,11/05/2025 21:43,Completed
565,3166,3,24/07/2024 21:57,Completed
566,565,7,17/10/2025 19:18,Completed
567,3117,7,22/11/2025 21:15,Cancelled
568,2746,1,30/04/2024 20:11,Completed
569,920,6,03/10/2025 08:03,Completed
570,597,7,30/12/2024 20:04,Completed
571,4636,3,08/04/2025 13:49,Completed
572,4737,8,16/01/2025 20:39,Completed
573,4148,4,04/11/2024 19:01,Completed
574,362,8,09/06/2025 13:57,Completed
575,1995,1,30/10/2024 09:34,Completed
576,4164,7,09/03/2025 09:54,Completed
577,973,4,25/11/2025 12:23,Completed
578,4503,4,05/10/2024 21:14,Completed
579,4291,2,18/07/2024 12:50,Completed
580,70,7,05/02/2025 09:09,Completed
581,530,8,28/01/2024 12:09,Completed
582,3965,4,21/01/2025 21:34,Completed
583,3609,8,09/01/2024 19:18,Completed
584,3564,5,24/09/2025 09:19,Completed
585,3664,5,15/07/2025 19:02,Completed
586,164,7,17/07/2025 13:51,Completed
587,3629,7,14/02/2024 12:58,Completed
588,3046,4,22/10/2024 21:13,Completed
589,2064,4,04/07/2024 21:22,Completed
590,3132,4,20/01/2025 21:34,Completed
591,4824,5,26/08/2024 20:17,Completed
592,443,1,25/10/2024 21:48,Completed
593,2037,5,21/07/2025 13:54,Completed
594,1301,7,10/12/2024 12:02,Completed
595,1418,2,17/07/2025 13:25,Completed
596,2379,3,23/08/2024 08:32,Completed
597,2864,8,23/05/2024 13:44,Completed
598,1097,5,19/04/2024 19:29,Completed
599,4785,7,13/08/2024 08:09,Completed
600,2936,5,20/11/2024 13:06,Cancelled
601,4819,3,09/02/2024 20:44,Completed
602,3046,2,20/04/2024 20:01,Completed
603,4499,2,26/03/2025 20:41,Completed
604,1821,8,09/04/2025 08:22,Completed
605,3052,4,23/01/2025 19:00,Completed
606,1741,2,12/04/2025 12:33,Completed
607,670,4,12/02/2025 19:56,Completed
608,4572,4,05/01/2025 21:04,Completed
609,3834,1,28/10/2024 12:15,Completed
610,1652,6,01/12/2024 09:44,Completed
611,4492,7,11/10/2024 09:23,Completed
612,2576,2,14/05/2024 09:24,Completed
613,1745,7,06/07/2024 13:48,Cancelled
614,2491,4,06/10/2025 21:57,Completed
615,482,4,18/08/2024 19:40,Completed
616,248,4,06/06/2025 19:38,Completed
617,215,8,28/04/2025 20:16,Completed
618,1831,6,30/09/2024 19:43,Completed
619,1261,6,19/02/2024 08:52,Completed
620,4784,7,15/10/2025 19:28,Completed
621,595,6,24/11/2025 13:21,Completed
622,1716,6,30/01/2025 20:56,Completed
623,908,4,10/05/2025 13:34,Cancelled
624,3867,7,12/06/2024 19:31,Completed
625,421,2,28/12/2025 19:56,Completed
626,1190,3,05/03/2024 12:21,Completed
627,2707,2,02/11/2024 13:40,Completed
628,4381,2,23/01/2024 13:14,Completed
629,2761,6,21/11/2025 19:45,Completed
630,1524,3,24/08/2025 21:44,Completed
631,3464,3,16/12/2024 19:30,Completed
632,4837,4,05/07/2025 13:03,Completed
633,893,8,27/01/2024 08:02,Completed
634,4046,5,16/12/2025 20:29,Completed
635,271,4,20/09/2024 21:13,Completed
636,1629,2,28/04/2025 09:23,Completed
